Site▲▼,78/79▲▼,79/80▲▼,80/81▲▼,81/82▲▼,82/83▲▼,83/84▲▼,84/85▲▼,85/86▲▼,86/87▲▼,87/88▲▼,88/89▲▼,89/90▲▼,90/91▲▼,91/92▲▼,92/93▲▼,93/94▲▼,94/95▲▼,95/96▲▼,96/97▲▼,97/98▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Strinesdale Lower,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,159,2019-11-27 19:17:56
Stronsay (Orkney),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,159,2019-11-27 19:17:56
Strowan Loch,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,4,2.0,2.0,0.0,0,0.0,0.0,nan,2.0,3.0,0.0,9.0,2.0,7.0,2,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,159,2019-11-27 19:17:56
Stubbers Complex,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4,47.0,22.0,9.0,11.0,8.0,14.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,159,2019-11-27 19:17:56
Studley Park Lake,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,5.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,159,2019-11-27 19:17:56
Styperson Pool,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,nan,1.0,0.0,5.0,8.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,159,2019-11-27 19:17:56
Suffolk Water Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.0,36.0,46,22.0,38.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,159,2019-11-27 19:17:56
Sunderland Academy Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Sunderton Pool,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(2),3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Sundorne Pools,0.0,2.0,2.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Sundridge Ballast Pits,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Sunninghill Park,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Sunnyside Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,3,5.0,4.0,5.0,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Sutton At Hone and Darenth Gravel Pits,0.0,nan,1.0,nan,nan,3.0,4.0,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Sutton Bingham Reservoir,13.0,15.0,8.0,7.0,10.0,5.0,8.0,8.0,6.0,2.0,nan,11.0,1.0,3.0,0.0,2.0,0,2,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Sutton Farm Pool Market Drayton,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Sutton Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Sutton Lawn Park,nan,nan,nan,nan,nan,3.0,0.0,0.0,nan,nan,nan,nan,nan,nan,6.0,2.0,12,4,5.0,4.0,nan,nan,nan,nan,nan,nan,nan,3.0,4.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Sutton Lound Bellmoor and Tortworth GP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,97.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Sutton Place,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,5.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Swan Pool (Warrens Hall Park),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,3.0,2.0,1.0,0,0.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Swantley Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,2,2.0,2.0,2.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Swarkestone Gravel Pits,58.0,30.0,69.0,36.0,17.0,13.0,18.0,35.0,0.0,9.0,0.0,nan,0.0,5.0,3.0,4.0,4,7,5.0,58.0,11.0,(9),23.0,6.0,4.0,36.0,26.0,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Swartmill Loch,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.0,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Sweethope Loughs,0.0,0.0,2.0,0.0,0.0,1.0,5.0,2.0,0.0,2.0,3.0,4.0,13.0,nan,10.0,3.0,3,(5),nan,nan,nan,nan,nan,nan,nan,22.0,nan,3.0,8.0,3.0,1.0,2.0,3.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Swillington Park,nan,nan,nan,nan,2.0,2.0,7.0,nan,4.0,nan,4.0,2.0,nan,nan,5.0,4.0,2,2,2.0,1.0,2.0,3,4.0,4.0,3.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Swinfen Lake,1.0,0.0,0.0,nan,0.0,3.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Swinhoe Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Swinton Park Lakes,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Sydmonton Court Kingsclere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Synton Loch,2.0,3.0,5.0,2.0,4.0,3.0,3.0,6.0,8.0,3.0,6.0,5.0,2.0,2.0,3.0,3.0,5,2,2.0,nan,nan,nan,nan,nan,nan,nan,7.0,5.0,8.0,9.0,nan,nan,nan,nan,6.0,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Syreford Pool,2.0,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Syston Gravel Pits (Beedles Lake),nan,nan,nan,nan,nan,8.0,21.0,22.0,26.0,15.0,15.0,12.0,10.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Syston Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Tallington,8.0,nan,nan,nan,nan,nan,nan,43.0,64.0,nan,12.0,24.0,nan,nan,nan,15.0,19,nan,nan,7.0,22.0,41,32.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Tanholt Farm Gravel Pit,nan,nan,nan,0.0,3.0,2.0,2.0,23.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,7.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Tansor Gravel Pits,3.0,nan,3.0,6.0,3.0,4.0,3.0,11.0,19.0,16.0,36.0,15.0,20.0,24.0,7.0,14.0,9,5,nan,35.0,22.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2019-11-27 19:18:22
Taplow G,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15.0,3.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
Taplow GP,nan,nan,nan,nan,nan,nan,0.0,nan,nan,6.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
Tarbert Bay (Jura),nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
Tarryholme,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
Tatton Mere,3.0,4.0,3.0,nan,nan,nan,4.0,2.0,5.0,9.0,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
Taverham GP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
Tay Almond Mouth to Luncarty,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
Taylor's Garden Centre and Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
Teme - Ludlow to Knighton,nan,nan,nan,nan,nan,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
Thamesmead Lakes,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,25.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
Thatcham Marsh Gravel Pits,nan,nan,11.0,nan,16.0,25.0,28.0,21.0,17.0,23.0,35.0,nan,nan,nan,nan,19.0,12.0,10.0,16.0,40.0,26.0,22.0,nan,23.0,16.0,13.0,16.0,22.0,nan,nan,nan,nan,(6),3.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
Thatcham Nature Discovery Centre Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
Thatchham Lower Way Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
The Broadway,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
The Gaer,nan,nan,nan,nan,nan,nan,nan,nan,2.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
The Herne,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
The Links Hinstock,nan,nan,nan,0.0,0.0,nan,nan,2.0,nan,2.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
The Lipper,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
The Long Lough,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,2.0,2.0,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
The Mere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
The Mere Moors Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
The Plume,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,2.0,3.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,nan,2.0,2.0,2.0,nan,2Supplementary visit under the WeBS Core Count SurveyWeBS,3.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
The Somers Gravel Pit,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
"The Void, Silverdale",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
The Wee Lake Monlough,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,2.0,0.0,0.0,2.0,5.0,4.0,2.0,2.0,4.0,5.0,7.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
"The Wharf, Tetney Lock",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
The Wylds,nan,nan,nan,2.0,2.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
Theale Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
Theydon Bois Duck Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,2.0,4.0,2.0,nan,0.0,4.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
Theydon Bois Green Pond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,4.0,3.0,3.0,4.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,161,2019-11-27 19:18:48
Thorney Deeps,nan,nan,nan,nan,nan,nan,nan,28.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162,2019-11-27 19:19:14
Thorney Mill GP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,6.0,4.0,3.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162,2019-11-27 19:19:14
Thornley Dam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,nan,0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162,2019-11-27 19:19:14
Thorpe Mandeville Ponds,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,6.0,nan,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162,2019-11-27 19:19:14
Thorpe Marsh Power Station,nan,nan,nan,10.0,6.0,7.0,11.0,7.0,3.0,3.0,nan,nan,nan,7.0,4.0,10,nan,nan,nan,nan,nan,9.0,19.0,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162,2019-11-27 19:19:14
Thriepley Loch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,0,2.0,nan,5.0,12.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162,2019-11-27 19:19:14
Thrybergh Country Park,5.0,0.0,0.0,0.0,nan,2.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,3.0,2,1.0,8,3,19.0,30.0,24.0,3.0,7.0,16.0,2.0,8.0,7.0,11.0,9,21,63.0,25.0,33.0,46.0,nan,nan,nan,nan,nan,nan,nan,nan,162,2019-11-27 19:19:14
Thurlby Washlands,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,3.0,4.0,1.0,6.0,10.0,3.0,13.0,5.0,9.0,6,(5),4.0,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162,2019-11-27 19:19:14
Thurrock Anglers Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,5.0,2.0,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162,2019-11-27 19:19:14
Thursley Lake,nan,nan,nan,0.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,0,3.0,5,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162,2019-11-27 19:19:14
Tidal Cut-Off Alioter (North Uist),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162,2019-11-27 19:19:14
Tidal Pool at Scrimpo Rousay,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162,2019-11-27 19:19:14
Tidemills,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162,2019-11-27 19:19:14
Tildarg and Beckenhill Dams,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162,2019-11-27 19:19:14
Tilgate Ponds,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,3.0,nan,8.0,nan,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162,2019-11-27 19:19:14
Timsbury Gravel Pits and River Test,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(21),23.0,16,25,38.0,22.0,38.0,31.0,9.0,45.0,nan,9.0,35.0,25.0,34,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162,2019-11-27 19:19:14
Tinker Jobs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,2.0,2,nan,3,4,nan,nan,2.0,0.0,1.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,162,2019-11-27 19:19:14
