Site▲▼,98/99▲▼,99/00▲▼,00/01▲▼,01/02▲▼,02/03▲▼,03/04▲▼,04/05▲▼,05/06▲▼,06/07▲▼,07/08▲▼,08/09▲▼,09/10▲▼,10/11▲▼,11/12▲▼,12/13▲▼,13/14▲▼,14/15▲▼,15/16▲▼,16/17▲▼,17/18▲▼,Mon,Moving5yr avg▲▼,13/14-17/185yr avg▲▼,WebPageNo,RoughTimeAccessed
Stanwick Gravel Pits Consolidated,0,0,nan,(1),nan,1,nan,2,nan,nan,(6),(0),0.0,nan,0.0,0,0,0,0,0,nan,0,0,25,2019-11-22 03:22:59
Staunton Harold Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,(0),(0),0,nan,0,0,25,2019-11-22 03:22:59
Staveley Gravel Pit,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,0.0,0.0,0,0,0,0,0,nan,0,0,25,2019-11-22 03:22:59
Stenhouse Reservoir Burntisland,nan,nan,nan,0,nan,nan,nan,nan,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,nan,0,0,25,2019-11-22 03:22:59
Stewartby Lake,2,1,3,3,0,0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0,0,0,0,nan,0,0,25,2019-11-22 03:22:59
Stithians Reservoir,0,0,0,0,0,0,0,0,nan,nan,nan,(0),0.0,0.0,0.0,0,0,0,0,0,nan,0,0,25,2019-11-22 03:22:59
Stocks Reservoir,nan,nan,nan,1,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,0,0,25,2019-11-22 03:22:59
Stodmarsh,3,7,12,7,7,12,12,2,8,0,0,0,0.0,0.0,0.0,0,0,0,0,0,nan,0,0,25,2019-11-22 03:22:59
Stoke Newington Reservoirs,3,4,nan,10,7,(26),(25),31,27,12,9,1,0.0,0.0,nan,0,0,0,0,(0),nan,0,0,25,2019-11-22 03:22:59
Stoke Water Meadows,0,nan,0,0,0,1,0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0,0,0,0,nan,0,0,25,2019-11-22 03:22:59
Stoney Beck Lake,nan,nan,nan,nan,nan,nan,2,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,nan,0,0,25,2019-11-22 03:22:59
Stormont Loch and Haremyre,9,8,8,3,9,7,8,6,0,(3),(10),2,0.0,0.0,0.0,0,0,0,0,0,nan,0,0,25,2019-11-22 03:22:59
Stortons Gravel Pits,0,0,0,0,(0),0,0,1,2,3,nan,nan,nan,nan,nan,0,0,0,0,0,nan,0,0,25,2019-11-22 03:22:59
Stour Estuary,0,3Standard visit under the WeBS Low Tide Count SurveyWeBS,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,nan,0,0,25,2019-11-22 03:22:59
Stowe School Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Strangford Lough,0.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Straws Bridge Pool,nan,nan,nan,nan,0,nan,0.0,0.0,0.0,nan,0,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Stretton Sugwas Sand Pit,nan,nan,0,0,0,4,nan,nan,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Stubbing Court Lake,0.0,0,nan,nan,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Sudbury Lake,nan,0,(4),1,0,0,0.0,0.0,0.0,nan,0,0,0,0,0.0,0.0,0.0,nan,nan,nan,nan,0,0,26,2019-11-22 03:23:06
Sulby Reservoirs,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Summerleaze Gravel Pits,0.0,0,nan,0,(0),(0),1.0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,nan,nan,nan,nan,0,0,26,2019-11-22 03:23:06
Sunbiggin Tarn,0.0,0,0,(0),2,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Sutton Coldfield Park Pools,0.0,8,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Sutton Ings Brick Pit,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0,0.0,nan,nan,nan,nan,nan,0,0,26,2019-11-22 03:23:06
Sutton and Lound Gravel Pits,nan,38,nan,132,26,46,175.0,13.0,64.0,39.0,18,nan,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Swale Estuary,5.0,(8),(4),15,9,10,17.0,12.0,4.0,2.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Swallow Pond Wallsend,nan,nan,0,8,(7),0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Swanholme Lakes,1.0,1,0,0,0,0,0.0,4.0,6.0,0.0,0,0,0,(0),0.0,0.0,0.0,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Swanland Pond,nan,nan,nan,nan,0,0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Swanpool (Falmouth),0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,nan,0.0,nan,0,nan,0,0,26,2019-11-22 03:23:06
Swans Pond,2.0,0,4,0,7,0,2.0,nan,0.0,3.0,(0),0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Swillington Ings,18.0,9,12,7,13,22,32.0,22.0,23.0,8.0,34,8,0,0,0.0,0.0,0.0,0.0,0.0,2,Aug,0,0,26,2019-11-22 03:23:06
Swithland Reservoir,20.0,10,22,16,10,61,62.0,38.0,18.0,3.0,1,9Supplementary visit under the WeBS Core Count SurveyWeBS,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
"Sykes Reservoirs, Edgeley",0.0,0,0,0,nan,0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,nan,nan,nan,nan,0,0,26,2019-11-22 03:23:06
Sywell Country Park,0.0,2,3,0,0,0,2.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,(0),nan,0,0,26,2019-11-22 03:23:06
Tabley Mere,52.0,50Ruddy Duck supplementary countsWWT/CSL,11Ruddy Duck supplementary countsWWT/CSL,8Ruddy Duck supplementary countsWWT/CSL,19Ruddy Duck supplementary countsWWT/CSL,1Ruddy Duck supplementary countsWWT/CSL,1.0,5.0,10.0,1.0,(0),0,(1),(0),0.0,0.0,0.0,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Tal-y-Ilyn Lake,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Talkin Tarn,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0,1,0,0,(0),0.0,0.0,0.0,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Talybont Reservoir,nan,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Tamar Complex,0.0,(0),0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Tattershall Pits,0.0,0,2,4,2,4,1.0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,0,0,26,2019-11-22 03:23:06
Tatton and Melchett Meres,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,nan,0,0,26,2019-11-22 03:23:06
Taw-Torridge Estuary to Somerset border,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0,1Supplementary visit under the WeBS Core Count SurveyWeBS,0,(0),0.0,0.0,nan,nan,nan,nan,nan,0,0,26,2019-11-22 03:23:06
Tees Estuary,45.0,64.0,78,40,77,70,37,63,111,13,36,8,0,0,0,0,0,0,0,0,nan,0,0,27,2019-11-22 03:23:13
Testbourne Estate,nan,nan,nan,nan,nan,nan,nan,2,0,0,0,1,0,0,0,0,0,0,(0),(0),nan,0,0,27,2019-11-22 03:23:13
Thames Estuary,31.0,29.0,63,34,106,82,85,85,79,73,40,22,10,0,1,0,0,1,0,0,nan,0,0,27,2019-11-22 03:23:13
Thanet Coast,1.0,4.0,6,7,9,7,9,10,0,1,0,0,0,0,0,0,0,0,0,0,nan,0,0,27,2019-11-22 03:23:13
The Hen Reedbeds,nan,nan,(0),(0),nan,(1),(1),(0),(1),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),(0),nan,0,0,27,2019-11-22 03:23:13
"The Lake, Lulworth",2.0,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,0,0,27,2019-11-22 03:23:13
The Wash,0.0,0.0,0,1,3,5,2,2,0,5,0,2,1,0,1,0,0,0,0,0,nan,0,0,27,2019-11-22 03:23:13
The Wilderness - Ladybank,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,1,0,0,0,0,0,0,nan,0,0,27,2019-11-22 03:23:13
Theale Gravel Pits,2.0,2.0,nan,4,(4),0,0,1,5,1,0,0,0,0,0,0,0,0,0,(0),nan,0,0,27,2019-11-22 03:23:13
Thompson Water,2.0,3.0,0,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,nan,nan,nan,0,nan,0,0,27,2019-11-22 03:23:13
Thoresby Lake,19.0,74.0,22,30Ruddy Duck supplementary countsWWT/CSL,3Ruddy Duck supplementary countsWWT/CSL,69Ruddy Duck supplementary countsWWT/CSL,46Ruddy Duck supplementary countsWWT/CSL,42Ruddy Duck supplementary countsWWT/CSL,52Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,nan,nan,0,0,0,0,0,nan,0,0,27,2019-11-22 03:23:13
Thornton Reservoir,4.0,4.0,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,nan,0,0,27,2019-11-22 03:23:13
Thorpe Malsor Reservoir,nan,nan,nan,nan,nan,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,nan,0,0,27,2019-11-22 03:23:13
Thorpe Water Park,2.0,0.0,0,0,1,1,0,1,0,0,nan,0,0,0,1,0,0,0,0,0,nan,0,0,27,2019-11-22 03:23:13
Thrapston Gravel Pits,3.0,8.0,(7),9,(2),26,nan,nan,nan,nan,1,1,2,1,0,0,1,0,1,0,nan,0,0,27,2019-11-22 03:23:13
Threipmuir and Harlaw Reservoirs including Bavelaw Marsh,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,27,2019-11-22 03:23:13
Thurstonfield Lough,nan,nan,nan,nan,nan,0,1,0,0,(0),0,0,0,0,0,0,0,0,0,0,nan,0,0,27,2019-11-22 03:23:13
Tittesworth Reservoir,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,(0),nan,0,0,27,2019-11-22 03:23:13
Tockenham Reservoir,0.0,0.0,(0),0,0,0,nan,nan,nan,nan,nan,0,0,nan,nan,nan,0,0,nan,nan,nan,0,0,27,2019-11-22 03:23:13
Toft Newton Reservoir,0.0,0.0,0,2,1,1,2,1,2,0,2,0,0,0,1,0,0,0,0,0,nan,0,0,27,2019-11-22 03:23:13
Tongham Gravel Pit,0.0,nan,0,1,0,0,0,0,nan,0,0,0,0,nan,nan,nan,0,0,0,0,nan,0,0,27,2019-11-22 03:23:13
Tongwell Lake,0.0,0.0,(0),0,0,0,(0),0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,27,2019-11-22 03:23:13
Tophill Low Reservoirs,85.0,113.0,117,173,89,110Ruddy Duck supplementary countsWWT/CSL,124,131,85Ruddy Duck supplementary countsWWT/CSL,63,38,15,2,0,0,0,0,0,0,0,nan,0,0,27,2019-11-22 03:23:13
Tottenhill Gravel Pits,9.0,16.0,0,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,(0),nan,nan,(0),nan,0,nan,0,0,27,2019-11-22 03:23:13
Town Loch Dunfermline,2.0,1.0,0,0,0,0,0,0,0,nan,0,0,0,0,0,0,nan,0,0,0,nan,0,0,27,2019-11-22 03:23:13
Toyota Pool,1.0,4.0,3,3,2,0,0,2,2,4,2,2,1,0,0,0,0,nan,nan,nan,nan,0,0,27,2019-11-22 03:23:13
Treeton Dyke,0.0,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,nan,0,0,27,2019-11-22 03:23:13
Trench Pool,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,27,2019-11-22 03:23:13
Trent Valley Pit,1.0,2.0,0,0,1,2,0,0,2,0,nan,nan,0,0,0,nan,nan,(0),nan,nan,nan,0,0,27,2019-11-22 03:23:13
Trent and Mersey Canal Flashes And Basin,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,27,2019-11-22 03:23:13
Tring Reservoirs,7,11,4,7,21,5,28,25,18.0,7.0,5,1.0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Trinity Broads,1,1,2,2,2,0,4,2,2.0,5.0,0,0.0,0,0.0,0,0,0.0,0,nan,nan,nan,0,0,28,2019-11-22 03:23:20
Turton Entwhistle and Wayoh Reservoirs Combined,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,0.0,nan,0,0.0,0,nan,nan,nan,0,0,28,2019-11-22 03:23:20
Twyford Gravel Pits,7,0,nan,1,1,0,0,0,0.0,0.0,(0),0.0,0,0.0,0,0,0.0,(0),0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Tyne Estuary,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Tyttenhanger Gravel Pits,1,0,0,(2),(0),0,0,(0),1.0,2.0,2,8.0,1,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Tyzack's Dam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0,0,28,2019-11-22 03:23:20
Ullswater,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Upper Lough Erne,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Upton Warren Local Nature Reserve,13,14,6,10,13,9,3,4,3.0,3.0,2,0.0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Valentines Park,0,0,1,1,4,5,0,5,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Venus Pool,10,7,1,6,1,0,0,2,0.0,2.0,0,0.0,0,0.0,0,0,0.0,nan,nan,nan,nan,0,0,28,2019-11-22 03:23:20
Venus Pool and Cound Fishery,10,7,1,6,1,0,0,2,0.0,2.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Vyne Floods,nan,nan,nan,0,0,1,1,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
WWT Caerlaverock (Inland),0,0,(0),0,0,0,0,1,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,nan,nan,nan,0,0,28,2019-11-22 03:23:20
WWT Martin Mere,4,7,5,5,4,9,1,6,3.0,4.0,1,0.0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
WWT Washington,0,0,0,1,0,0,0,0,0.0,0.0,(0),0.0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Walthamstow Reservoirs,12,32,(41),40Ruddy Duck supplementary countsWWT/CSL,(67),118,90,86Ruddy Duck supplementary countsWWT/CSL,74.0,38.0,7,nan,2,2.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Walton Hall Lake,0,nan,nan,nan,1,0,0,0,1.0,0.0,0,1.0,0,0.0,0,0,nan,0,0.0,nan,nan,0,0,28,2019-11-22 03:23:20
Wanlip North Lakes,0,0,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Wanstead Flats,nan,0,1,3,5,4,5,2,nan,nan,nan,nan,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Wanstead Park Ponds,nan,0,0,6,0,2,6,2,nan,nan,nan,nan,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Warkworth Lane Ponds,nan,nan,0,1,0,(1),5,3,0.0,0.0,0,0.0,0,0.0,0,0,0.0,(0),0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Warnford Lake and River Meon,2,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Waterbeach and Landbeach Gravel Pits,2,3,1,6,9,7,4,1,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Watermead Country Park North,0,0,0,0,1,0,nan,nan,0.0,0.0,0,0.0,2,0.0,(0),(0),0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Watermead Country Park South,6,3,28,19,3,0,1,0,1.0,0.0,0,0.0,2,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Waulkmill Glen and Littleton Reservoirs,0,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Weirwood Reservoir,(0),(0),0,0,0,0,0,0,1.0,1.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Welbeck Estate,nan,12,11,11,34,0,(0),(0),0.0,1.0,0,0.0,(0),0.0,0,0,0.0,0,0.0,0.0,nan,0,0,28,2019-11-22 03:23:20
Wellington Country Park,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
Wellington Gravel Pits,1,3,3.0,nan,0.0,3.0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
West Allotment Pond,nan,nan,nan,nan,nan,1.0,2,1,0,0,0,nan,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
West Lake (Clay Hole),nan,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,(0),nan,0,nan,nan,0,0,29,2019-11-22 03:23:27
Weston Turville Reservoir,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
Westport Lake,1,0,3.0,1.0,1.0,1.0,0,2,nan,nan,0,1,3,0,0,0,0,0,0,nan,nan,0,0,29,2019-11-22 03:23:27
Whinfell Tarn,1,0,0.0,0.0,0.0,2.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
Whins Pond,0,0,0.0,nan,0.0,0.0,0,(0),0,0,0,(0),0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
Whisby Nature Reserve,2,4,4.0,7.0,15.0,3.0,6,4,8,2,2,5,1,0,0,0,0,0,0,nan,nan,0,0,29,2019-11-22 03:23:27
Whisby and North Hykeham Gravel Pits,2,4,15.0,7.0,15.0,4.0,6,6,8,(2),(3),(8),1,4,0,(0),(0),(0),0,0,nan,0,0,29,2019-11-22 03:23:27
White Moss Loch,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
Whitefield Pond - Lennoxtown,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,29,2019-11-22 03:23:27
Whitemoor Haye,nan,0,0.0,0.0,0.0,0.0,1,2,2,2,2,0,4,0,0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
Whitlingham Country Park,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
Whitrig Bog,(1),(0),nan,nan,nan,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
Whittledene Reservoirs,nan,nan,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
Wicksteed Park Lakes,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
Wigan Flashes,(41),16,39.0,78.0,49.0,60.0,86,nan,73Ruddy Duck supplementary countsWWT/CSL,55,22,6,(1),5,0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
Willen Lake,1,1,1.0,0.0,1.0,2.0,0,0,0,(0),0,nan,nan,0,0,0,0,nan,0,0,nan,0,0,29,2019-11-22 03:23:27
William Girling Reservoir,1,0,0.0,1.0,2.0,0.0,28,0,8,0,(0),0,3,1,0,0,0,0,(0),(0),nan,0,0,29,2019-11-22 03:23:27
Williamthorpe Reservoirs,6,7,4.0,2.0,0.0,6.0,10,11,10,6,6,4,4,0,0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
Willington Gravel Pits,(0),(0),nan,0.0,0.0,0.0,0,0,0,0,0,0,(0),(0),0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
Wimbleball Lake,0,0,nan,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
Wimbledon Park Lake,0,0,2.0,5.0,5.0,7.0,0,nan,nan,0,0,0,0,0,0,0,0,0,nan,nan,nan,0,0,29,2019-11-22 03:23:27
Wimborne St Giles Lake,7,4,7.0,2.0,0.0,0.0,(0),0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,29,2019-11-22 03:23:27
Winchester Sewage Treatment Works,0,(1),0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
Windermere,nan,nan,nan,0.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,0,0,29,2019-11-22 03:23:27
Winsford Bottom Flash,0,0,0.0,0.0,0.0,0.0,0,1,nan,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0,0,29,2019-11-22 03:23:27
Wintersett and Cold Hiendley Reservoirs,12,41,32.0,3.0,5.0,9.0,32,5,7,2,6,1,5,1,0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
Wistlandpound Reservoir,nan,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,29,2019-11-22 03:23:27
Witchett Pool,nan,nan,nan,nan,nan,nan,nan,0.0,0,0.0,0.0,2.0,0.0,nan,0.0,0.0,0.0,0,0.0,nan,nan,0.0,0.0,30,2019-11-22 03:23:34
Witcombe Reservoir,1,0,0.0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Withington Hall Pool,0,0,0.0,0,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Woburn Park Lakes,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,(0),nan,0.0,0.0,30,2019-11-22 03:23:34
Wollaton Park Lake,2,2,nan,nan,nan,nan,nan,0.0,1,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0,nan,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Wooden Loch,0,0,0.0,(0),0,0,0,0.0,0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0,0.0,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Woodend Loch (Glasgow),2,7,0.0,8,2,18,11,1.0,7,2.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Woodhorn Flashes,nan,nan,nan,nan,nan,0,2,10.0,6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Woolhampton GP South,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,(0),nan,0.0,0.0,30,2019-11-22 03:23:34
Wormleighton Reservoir,0,0,0.0,(0),0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Worthington Lakes,11,8,8.0,1,1,0,0,0.0,0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Wotton Underwood Lakes,0,0,0.0,0,1,0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Wraysbury Gravel Pits,29,14,0.0,0,0,8,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(0),0.0,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Wraysbury Reservoir,0,0,0.0,0,0,0,0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0,0.0,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Wyboston Lakes,nan,nan,nan,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,(0),nan,0.0,0.0,30,2019-11-22 03:23:34
Wykeham Lakes,2,0,0.0,0,0,0,1,0.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,nan,0.0,0.0,30,2019-11-22 03:23:34
Wyken Slough,nan,2Ruddy Duck supplementary countsWWT/CSL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0,nan,0.0,0.0,30,2019-11-22 03:23:34
