Site,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,RoughTimeAccessed
Alnmouth,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[23, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[20, 1, 'Sep', 0, None, None]",nan,"[1, 1, 'Jun', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[48, 1, 'Jul', 0, None, None]","[30, 1, 'Jul', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[11, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[11, 1, 'Jul', 0, None, None]","[18, 1, 'Jul', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[25, 1, 'Aug', 0, None, None]","[58, 1, 'Jul', 0, None, None]","[15, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
Ferry Meadows (Nene Park),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[29, 2, 'Aug', 0, None, None]","[16, 1, 'Aug', 0, None, None]","[26, 1, 'May', 0, None, None]",2020-01-19 18:22:04
Gayhurst Quarries,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[24, 1, 'Jun', 0, None, None]",2020-01-19 18:22:04
Lossie Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[2, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[7, 1, 'Aug', 0, None, None]","[15, 1, 'Jun', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Jul', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[29, 1, 'Aug', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Aug', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[118, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",2020-01-19 18:22:04
Middle Tame Valley Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[7, 1, 'May', 0, None, None]","[31, 1, 'Jun', 0, None, None]","[29, 1, 'Jul', 0, None, None]","[9, 1, 'Jun', 0, None, None]","[66, 1, 'Jul', 0, None, None]","[95, 1, 'Jul', 0, None, None]","[105, 1, 'Jun', 0, None, None]","[1, 1, 'Jun', 0, None, None]","[34, 2, 'Aug', 0, None, None]","[17, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Jun', 0, None, None]","[63, 1, 'Jul', 0, None, None]","[66, 2, 'May', 0, None, None]","[12, 1, 'Jul', 0, None, None]","[7, 1, 'Apr', 0, None, None]","[5, 1, 'May', 0, None, None]","[7, 2, 'May', 0, None, None]","[5, 2, 'Jul', 0, None, None]","[9, 1, 'Jul', 0, None, None]","[34, 1, 'Aug', 0, None, None]","[52, 1, 'Jul', 0, None, None]","[17, 1, 'Jun', 0, None, None]","[7, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
Blyth Estuary (Northumberland),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 2, '', 0, None, None]","[14, 1, 'Sep', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Jun', 0, None, None]","[73, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[31, 1, 'Sep', 0, None, None]","[4, 1, 'Jun', 0, None, None]","[9, 1, 'Jul', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[41, 1, 'Aug', 0, None, None]","[16, 1, 'Aug', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[2, 1, 'Jun', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[2, 1, 'Jul', 0, None, None]","[25, 1, 'Jul', 0, None, None]","[21, 1, 'Jul', 0, None, None]","[17, 1, 'Aug', 0, None, None]","[35, 2, 'Aug', 0, None, None]","[19, 1, 'Aug', 0, None, None]",2020-01-19 18:22:04
Cemlyn Bay and Lagoon,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[170, 1, 'May', 0, None, None]",nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,"[200, 1, 'Jul', 0, None, None]","[72, 1, 'Jul', 0, None, None]","[150, 1, 'Jun', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Apr', 0, None, None]","[134, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[100, 1, 'May', 0, None, None]","[15, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]",2020-01-19 18:22:04
Tring Reservoirs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[22, 1, 'Aug', 0, None, None]","[34, 1, 'Jul', 0, None, None]","[12, 2, 'May', 0, None, None]","[29, 1, 'Jul', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[31, 1, 'Jul', 0, None, None]","[29, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[33, 1, 'Jul', 0, None, None]","[84, 1, 'Jul', 0, None, None]","[28, 1, 'Jul', 0, None, None]","[32, 1, 'Jul', 0, None, None]","[35, 1, 'Aug', 0, None, None]","[48, 1, 'Aug', 0, None, None]","[26, 1, 'Jun', 0, None, None]","[48, 1, 'Jun', 0, None, None]","[105, 1, 'Jun', 0, None, None]","[141, 1, 'May', 0, None, None]","[74, 1, 'May', 0, None, None]","[38, 1, 'Jul', 0, None, None]","[30, 1, 'Apr', 0, None, None]",nan,"[1, 1, 'Apr', 0, None, None]",nan,2020-01-19 18:22:04
Holme Pierrepont Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4, 1, 'Sep', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[37, 1, 'May', 0, None, None]","[23, 2, 'Jul', 0, None, None]","[7, 1, 'Jul', 0, None, None]","[30, 1, 'Aug', 0, None, None]","[12, 1, 'Jun', 0, None, None]",nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[1, 1, 'Sep', 0, None, None]",nan,nan,"[3, 1, 'Apr', 0, None, None]","[53, 1, 'Jun', 0, None, None]",nan,"[23, 1, 'May', 0, None, None]",nan,nan,"[20, 1, 'May', 0, None, None]",2020-01-19 18:22:04
Netherfield Lagoons,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[11, 1, 'Jul', 0, None, None]","[14, 1, 'Jul', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[26, 1, 'Aug', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[18, 1, 'Jul', 0, None, None]","[6, 1, 'Apr', 0, None, None]","[6, 1, 'Jun', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[2, 1, 'May', 0, None, None]","[9, 1, 'Aug', 0, None, None]","[10, 1, 'May', 0, None, None]","[17, 1, 'Jul', 0, None, None]","[12, 1, 'May', 0, None, None]","[14, 1, 'May', 0, None, None]","[27, 1, 'Jul', 0, None, None]","[19, 1, 'May', 0, None, None]","[18, 1, 'Jun', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[36, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
Trinity Broads,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[6, 2, 'Aug', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[3, 1, 'Jul', 0, None, None]","[6, 1, 'Jun', 0, None, None]","[5, 1, 'Aug', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[54, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[21, 1, 'Aug', 0, None, None]","[18, 1, 'Aug', 0, None, None]","[31, 1, 'Aug', 0, None, None]","[62, 1, 'Aug', 0, None, None]","[65, 1, 'Aug', 0, None, None]","[33, 1, 'Aug', 0, None, None]","[19, 1, 'Jul', 0, None, None]","[21, 1, 'Jun', 0, None, None]","[43, 1, 'Jul', 0, None, None]","[3, 1, 'Apr', 0, None, None]",nan,2020-01-19 18:22:04
Uttoxeter Quarry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[5, 1, 'May', 0, None, None]","[3, 1, 'Jun', 0, None, None]","[5, 1, 'Jun', 0, None, None]","[9, 1, 'Jun', 0, None, None]","[19, 1, 'Jun', 0, None, None]","[35, 1, 'Jun', 0, None, None]","[28, 1, 'Jun', 0, None, None]","[24, 1, 'Jun', 0, None, None]","[2, 1, 'May', 0, None, None]",2020-01-19 18:22:04
Brent Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[34, 2, 'Jun', 0, None, None]","[42, 1, 'Jun', 0, None, None]","[51, 1, 'Aug', 0, None, None]","[100, 2, 'Jul', 0, None, None]","[82, 1, 'Jun', 0, None, None]",nan,"[39, 1, 'Jun', 0, None, None]","[19, 1, 'Apr', 0, None, None]","[75, 1, 'Jun', 0, None, None]","[70, 1, 'Jun', 0, None, None]","[60, 1, 'Jun', 0, None, None]","[40, 1, 'May', 0, None, None]","[36, 1, 'May', 0, None, None]","[56, 1, 'Jul', 0, None, None]","[36, 1, 'Jun', 0, None, None]","[39, 1, 'Jun', 0, None, None]","[40, 1, 'May', 0, None, None]","[28, 1, 'May', 0, None, None]","[32, 1, 'Jun', 0, None, None]","[22, 1, 'May', 0, None, None]","[11, 1, 'May', 0, None, None]","[12, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
Eyebrook Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Sep', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[45, 1, 'Jul', 0, None, None]","[37, 1, 'Jul', 0, None, None]","[22, 1, 'May', 0, None, None]",2020-01-19 18:22:04
Queen Mary Gravel Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[105, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]",2020-01-19 18:22:04
Solway Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[167, 1, 'May', 0, None, None]","[167, 1, 'May', 0, None, None]","[23, 1, 'May', 0, None, None]","[43, 1, 'May', 0, None, None]","[32, 1, 'Jul', 0, None, None]","[5, 1, 'May', 0, None, None]","[36, 1, 'Jun', 0, None, None]","[51, 1, 'May', 0, None, None]","[0, 1, 'Jun', 0, None, None]","[12, 1, 'Jun', 0, None, None]","[31, 1, 'Jul', 0, None, None]","[28, 1, 'Jun', 0, None, None]","[4, 1, 'May', 0, None, None]","[35, 1, 'Aug', 0, None, None]","[21, 1, 'Jun', 0, None, None]","[24, 1, 'May', 0, None, None]","[14, 1, 'May', 0, None, None]","[5, 1, 'Jun', 0, None, None]","[97, 1, 'Aug', 0, None, None]","[19, 1, 'Aug', 0, None, None]","[19, 1, 'May', 0, None, None]","[49, 1, 'Aug', 0, None, None]","[6, 1, 'Jul', 0, None, None]","[6, 2, 'Jul', 0, None, None]","[9, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
Wraysbury Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[9, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[3, 1, 'Jul', 0, None, None]",nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Jun', 0, None, None]","[9, 1, 'May', 0, None, None]","[52, 1, 'Jul', 0, None, None]",nan,nan,2020-01-19 18:22:04
Derek White's Eggs Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[38, 1, 'Jul', 0, None, None]","[28, 1, 'May', 0, None, None]","[4, 2, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[22, 1, 'May', 0, None, None]","[21, 1, 'Jun', 0, None, None]","[18, 1, 'May', 0, None, None]","[18, 2, 'May', 0, None, None]",2020-01-19 18:22:04
Don Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[150, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[6, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Jul', 0, None, None]","[7, 1, 'Jun', 0, None, None]","[39, 1, 'Aug', 0, None, None]","[260, 1, 'Jul', 0, None, None]","[35, 1, 'Jul', 0, None, None]","[500, 1, 'Jul', 0, None, None]","[1, 1, 'May', 0, None, None]","[30, 1, 'Jul', 0, None, None]","[43, 1, 'Jul', 0, None, None]","[12, 1, 'Jul', 0, None, None]","[1, 1, 'Jun', 0, None, None]","[0, 1, '', 0, None, None]","[27, 1, 'May', 0, None, None]","[0, 1, '', 0, None, None]","[30, 1, 'Jul', 0, None, None]","[45, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
Godmanchester Nature Reserve,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4, 1, 'May', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[80, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[80, 1, 'May', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[40, 1, 'May', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[45, 1, 'May', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[35, 1, 'May', 0, None, None]","[70, 1, 'Jul', 0, None, None]","[20, 1, 'Apr', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[49, 1, 'Jul', 0, None, None]","[35, 1, 'Jul', 0, None, None]","[40, 1, 'Jun', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,"[7, 1, 'Jul', 0, None, None]","[12, 1, 'Jul', 0, None, None]","[26, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[29, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[25, 2, 'Aug', 0, None, None]","[14, 2, 'Jun', 0, None, None]","[16, 1, 'May', 0, None, None]","[9, 1, 'Jun', 0, None, None]",2020-01-19 18:22:04
King's Dyke Pits Whittlesey,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[16, 1, 'May', 0, None, None]","[20, 1, 'May', 0, None, None]","[15, 1, 'Jun', 0, None, None]","[27, 1, 'May', 0, None, None]","[16, 1, 'May', 0, None, None]",nan,2020-01-19 18:22:04
Stewartby Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[20, 1, 'Aug', 0, None, None]","[15, 1, 'Aug', 0, None, None]","[19, 1, 'Aug', 0, None, None]","[6, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[14, 1, 'Aug', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[3, 1, 'Aug', 0, None, None]","[12, 1, 'Aug', 0, None, None]","[13, 1, 'Jul', 0, None, None]","[8, 1, 'Jul', 0, None, None]","[38, 1, 'Aug', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[32, 1, 'Aug', 0, None, None]",2020-01-19 18:22:04
Tices Meadow,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[14, 1, 'Aug', 0, None, None]","[18, 1, 'Jul', 0, None, None]","[18, 1, 'Jul', 0, None, None]","[29, 1, 'Jun', 0, None, None]",2020-01-19 18:22:04
Broom Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[107, 1, 'May', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[27, 1, 'Jul', 0, None, None]","[20, 1, 'May', 0, None, None]","[24, 1, 'Jun', 0, None, None]","[12, 1, 'May', 0, None, None]","[17, 1, 'Jun', 0, None, None]","[26, 1, 'Jul', 0, None, None]","[28, 1, 'Jul', 0, None, None]","[14, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
Clifford Hill Gravel Pits Consolidated,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[23, 1, 'Aug', 0, None, None]","[9, 1, 'Jul', 0, None, None]","[16, 1, 'May', 0, None, None]","[12, 1, 'Jul', 0, None, None]","[3, 1, 'May', 0, None, None]","[13, 1, 'Aug', 0, None, None]","[12, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[32, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[15, 1, 'Jul', 0, None, None]","[17, 1, 'Jul', 0, None, None]","[25, 1, 'Jul', 0, None, None]","[23, 1, 'Jul', 0, None, None]","[17, 1, 'Jun', 0, None, None]","[23, 1, 'Jul', 0, None, None]","[50, 1, 'May', 0, None, None]","[22, 1, 'May', 0, None, None]","[34, 1, 'Jul', 0, None, None]","[27, 1, 'Jul', 0, None, None]","[23, 1, 'Jul', 0, None, None]","[9, 1, 'Apr', 0, None, None]","[14, 1, 'Jun', 0, None, None]","[24, 1, 'Jul', 0, None, None]",2020-01-19 18:22:04
