Site,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,1936,1937,1938,1939,RoughTimeAccessed
Cheddar Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[540, 1, 'Nov', 0, None, None]","[770, 1, 'Nov', 0, None, None]","[980, 1, 'Dec', 0, None, None]","[1300, 1, 'Dec', 0, None, None]","[400, 1, 'Nov', 0, None, None]","[366, 1, 'Jan', 0, None, None]","[650, 1, 'Nov', 0, None, None]","[520, 1, 'Sep', 0, None, None]","[825, 1, 'Nov', 0, None, None]","[900, 1, 'Dec', 0, None, None]","[300, 1, 'Sep', 0, None, None]","[250, 1, 'Oct', 0, None, None]","[164, 1, 'Dec', 0, None, None]","[300, 1, 'Nov', 0, None, None]","[429, 1, 'Nov', 0, None, None]","[520, 1, 'Oct', 0, None, None]","[800, 1, 'Nov', 0, None, None]","[830, 1, 'Jan', 0, None, None]","[490, 1, 'Nov', 0, None, None]","[470, 1, 'Jan', 0, None, None]","[495, 1, 'Oct', 0, None, None]","[250, 1, 'Oct', 0, None, None]","[275, 1, 'Nov', 0, None, None]","[518, 1, 'Jan', 0, None, None]","[369, 1, 'Jan', 0, None, None]","[286, 1, 'Dec', 0, None, None]","[193, 1, 'Nov', 0, None, None]","[1204, 1, 'Dec', 0, None, None]","[689, 1, 'Nov', 0, None, None]","[632, 1, 'Dec', 0, None, None]","[428, 1, 'Oct', 0, None, None]","[140, 1, 'Sep', 0, None, None]","[365, 1, 'Dec', 0, None, None]","[724, 1, 'Nov', 0, None, None]","[33, 1, 'Feb', 0, None, None]","[138, 1, 'Jan', 0, None, None]","[203, 1, 'Feb', 0, None, None]","[778, 1, 'Dec', 0, None, None]","[334, 1, 'Dec', 0, None, None]","[285, 1, 'Dec', 0, None, None]","[443, 1, 'Dec', 0, None, None]","[80, 1, 'Jan', 0, None, None]","[230, 1, 'Dec', 0, None, None]","[435, 1, 'Dec', 0, None, None]","[1215, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[516, 1, 'Dec', 0, None, None]","[257, 1, 'Dec', 0, None, None]","[568, 1, 'Dec', 0, None, None]","[711, 1, 'Dec', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[114, 1, 'Jan', 0, None, None]","[354, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Staines Reservoirs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[750, 1, 'Nov', 0, None, None]","[836, 1, 'Dec', 0, None, None]","[94, 1, 'Oct', 0, None, None]","[182, 1, 'Nov', 0, None, None]","[463, 1, 'Nov', 0, None, None]","[22, 1, 'Nov', 0, None, None]","[230, 1, 'Dec', 0, None, None]","[165, 1, 'Oct', 0, None, None]","[220, 1, 'Dec', 0, None, None]","[35, 1, 'Nov', 0, None, None]","[111, 1, 'Dec', 0, None, None]","[120, 1, 'Dec', 0, None, None]","[1200, 1, 'Mar', 0, None, None]","[5000, 1, 'Nov', 0, None, None]","[510, 1, 'Oct', 0, None, None]","[1100, 1, 'Dec', 0, None, None]","[224, 1, 'Sep', 0, None, None]","[731, 1, 'Mar', 0, None, None]","[661, 1, 'Dec', 0, None, None]","[1060, 1, 'Mar', 0, None, None]","[1646, 1, 'Oct', 0, None, None]","[33, 1, 'Sep', 0, None, None]","[319, 1, 'Feb', 0, None, None]","[317, 1, 'Oct', 0, None, None]","[409, 1, 'Nov', 0, None, None]","[284, 1, 'Dec', 0, None, None]","[55, 1, 'Dec', 0, None, None]","[70, 1, 'Dec', 0, None, None]","[669, 1, 'Mar', 0, None, None]","[1285, 1, 'Oct', 0, None, None]","[237, 1, 'Jan', 0, None, None]","[231, 1, 'Dec', 0, None, None]","[49, 1, 'Sep', 0, None, None]","[31, 1, 'Mar', 0, None, None]","[33, 1, 'Sep', 0, None, None]","[339, 1, 'Dec', 0, None, None]","[40, 1, 'Nov', 0, None, None]","[103, 1, 'Dec', 0, None, None]","[418, 1, 'Feb', 0, None, None]","[338, 1, 'Sep', 0, None, None]","[164, 1, 'Nov', 0, None, None]","[12, 1, 'Jan', 0, None, None]","[150, 1, 'Dec', 0, None, None]","[417, 1, 'Jan', 0, None, None]","[222, 1, 'Dec', 0, None, None]","[400, 1, 'Feb', 0, None, None]","[14, 1, 'Mar', 0, None, None]","[97, 1, 'Jan', 0, None, None]","[73, 1, 'Feb', 0, None, None]","[934, 1, 'Dec', 0, None, None]","[329, 1, 'Jan', 0, None, None]","[315, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Cotswold Water Park (West),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[334, 1, 'Oct', 0, None, None]","[508, 1, 'Dec', 0, None, None]","[988, 1, 'Nov', 0, None, None]","[956, 1, 'Nov', 0, None, None]","[1614, 1, 'Oct', 0, None, None]","[733, 1, 'Dec', 0, None, None]","[1373, 1, 'Dec', 0, None, None]","[606, 1, 'Oct', 0, None, None]","[1151, 1, 'Jan', 0, None, None]","[1437, 1, 'Dec', 0, None, None]","[1415, 1, 'Oct', 0, None, None]","[1192, 1, 'Jan', 0, None, None]","[1438, 1, 'Oct', 0, None, None]","[768, 1, 'Oct', 0, None, None]","[1497, 1, 'Jan', 0, None, None]","[1475, 1, 'Dec', 0, None, None]","[1138, 1, 'Jan', 0, None, None]","[1176, 1, 'Nov', 0, None, None]","[1119, 1, 'Oct', 0, None, None]","[1538, 1, 'Feb', 0, None, None]","[1295, 1, 'Nov', 0, None, None]","[1046, 1, 'Nov', 0, None, None]","[811, 1, 'Oct', 0, None, None]","[1015, 1, 'Nov', 0, None, None]","[1151, 1, 'Feb', 0, None, None]","[1086, 1, 'Nov', 0, None, None]","[1163, 1, 'Nov', 0, None, None]","[562, 1, 'Dec', 0, None, None]","[922, 1, 'Jan', 0, None, None]","[876, 1, 'Jan', 0, None, None]","[670, 1, 'Nov', 0, None, None]","[988, 1, 'Dec', 0, None, None]","[512, 1, 'Dec', 0, None, None]","[377, 1, 'Jan', 0, None, None]","[499, 1, 'Jan', 0, None, None]","[571, 1, 'Jan', 0, None, None]","[573, 1, 'Feb', 0, None, None]","[641, 1, 'Jan', 0, None, None]","[679, 1, 'Feb', 0, None, None]","[586, 1, 'Dec', 0, None, None]","[639, 1, 'Feb', 0, None, None]","[487, 1, 'Nov', 0, None, None]","[575, 1, 'Feb', 0, None, None]","[452, 1, 'Feb', 0, None, None]","[188, 1, 'Feb', 0, None, None]","[437, 1, 'Feb', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,2019-12-06 11:58:55
Severn Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[37, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[10, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Dec', 0, None, None]","[10, 1, 'Jan', 0, None, None]","[200, 1, 'Feb', 0, None, None]","[200, 1, 'Jan', 0, None, None]","[250, 1, 'Jan', 0, None, None]","[400, 1, 'Feb', 0, None, None]","[400, 1, 'Jan', 0, None, None]","[450, 1, 'Feb', 0, None, None]","[1000, 1, 'Jan', 0, None, None]","[1020, 1, 'Feb', 0, None, None]","[1180, 1, 'Jan', 0, None, None]","[1262, 1, 'Feb', 0, None, None]","[1652, 1, 'Feb', 0, None, None]","[2070, 1, 'Jan', 0, None, None]","[1701, 1, 'Feb', 0, None, None]","[2026, 1, 'Dec', 0, None, None]","[1752, 1, 'Jan', 0, None, None]","[1625, 1, 'Feb', 0, None, None]","[1662, 1, 'Jan', 0, None, None]","[1623, 1, 'Feb', 0, None, None]","[1470, 1, 'Feb', 0, None, None]","[1681, 1, 'Feb', 0, None, None]","[1676, 1, 'Jan', 0, None, None]","[1576, 1, 'Feb', 0, None, None]","[1248, 1, 'Jan', 0, None, None]","[1154, 1, 'Feb', 0, None, None]","[1473, 1, 'Jan', 0, None, None]","[1008, 1, 'Jan', 0, None, None]","[1064, 1, 'Dec', 0, None, None]","[772, 1, 'Feb', 0, None, None]","[905, 1, 'Feb', 0, None, None]","[652, 1, 'Jan', 0, None, None]","[760, 1, 'Feb', 0, None, None]","[786, 1, 'Jan', 0, None, None]","[583, 1, 'Jan', 0, None, None]","[617, 1, 'Feb', 0, None, None]","[593, 1, 'Feb', 0, None, None]","[734, 2, 'Jan', 0, None, None]","[474, 1, 'Feb', 0, None, None]","[426, 1, 'Feb', 0, None, None]","[334, 1, 'Jan', 0, None, None]","[386, 1, 'Feb', 0, None, None]","[291, 1, 'Feb', 0, None, None]","[261, 1, 'Feb', 0, None, None]","[182, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Brogborough Clay Pit,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[7, 1, 'Nov', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[143, 1, 'Nov', 0, None, None]","[200, 1, 'Feb', 0, None, None]","[45, 1, 'Oct', 0, None, None]","[165, 1, 'Dec', 0, None, None]",nan,"[63, 1, 'Dec', 0, None, None]","[130, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[84, 1, 'Jan', 0, None, None]","[80, 1, 'Dec', 0, None, None]","[81, 1, 'Sep', 0, None, None]","[97, 1, 'Dec', 0, None, None]","[360, 1, 'Oct', 0, None, None]","[615, 1, 'Oct', 0, None, None]","[426, 1, 'Nov', 0, None, None]","[150, 1, 'Jan', 0, None, None]","[88, 1, 'Dec', 0, None, None]","[161, 1, 'Nov', 0, None, None]","[139, 1, 'Sep', 0, None, None]","[175, 1, 'Nov', 0, None, None]","[258, 1, 'Dec', 0, None, None]","[34, 1, 'Nov', 0, None, None]","[137, 1, 'Nov', 0, None, None]",nan,nan,"[3, 1, 'Apr', 0, None, None]","[185, 1, 'Oct', 0, None, None]","[314, 1, 'Dec', 0, None, None]","[242, 1, 'Nov', 0, None, None]","[142, 1, 'Oct', 0, None, None]","[209, 1, 'Jan', 0, None, None]","[1207, 1, 'Nov', 0, None, None]","[183, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,nan,"[645, 1, 'Jan', 0, None, None]","[147, 1, 'Nov', 0, None, None]","[476, 2, 'Feb', 0, None, None]","[507, 1, 'Dec', 0, None, None]","[315, 1, 'Nov', 0, None, None]","[224, 1, 'Dec', 0, None, None]","[430, 2, 'Jan', 0, None, None]","[256, 2, 'Dec', 0, None, None]","[205, 1, 'Oct', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Narford Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[15, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[215, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[283, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Severn Estuary (English counties),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[10, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Dec', 0, None, None]","[10, 1, 'Jan', 0, None, None]","[200, 1, 'Feb', 0, None, None]","[200, 1, 'Jan', 0, None, None]","[250, 1, 'Jan', 0, None, None]","[400, 1, 'Feb', 0, None, None]","[400, 1, 'Jan', 0, None, None]","[450, 1, 'Feb', 0, None, None]","[1000, 1, 'Jan', 0, None, None]","[1020, 1, 'Feb', 0, None, None]","[840, 1, 'Jan', 0, None, None]","[900, 1, 'Feb', 0, None, None]","[1172, 1, 'Feb', 0, None, None]","[1251, 1, 'Jan', 0, None, None]","[1484, 1, 'Feb', 0, None, None]","[1100, 1, 'Dec', 0, None, None]","[1182, 1, 'Jan', 0, None, None]","[1230, 1, 'Feb', 0, None, None]","[1071, 1, 'Feb', 0, None, None]","[1212, 1, 'Feb', 0, None, None]","[1182, 1, 'Feb', 0, None, None]","[1341, 1, 'Feb', 0, None, None]","[1436, 1, 'Jan', 0, None, None]","[1443, 1, 'Jan', 0, None, None]","[1008, 1, 'Jan', 0, None, None]","[1082, 1, 'Feb', 0, None, None]","[803, 1, 'Jan', 0, None, None]","[912, 2, 'Feb', 0, None, None]","[897, 1, 'Feb', 0, None, None]","[769, 1, 'Feb', 0, None, None]","[883, 1, 'Feb', 0, None, None]","[642, 1, 'Jan', 0, None, None]","[745, 1, 'Feb', 0, None, None]","[773, 1, 'Jan', 0, None, None]","[570, 1, 'Jan', 0, None, None]","[595, 1, 'Feb', 0, None, None]","[586, 1, 'Feb', 0, None, None]","[730, 2, 'Jan', 0, None, None]","[474, 1, 'Feb', 0, None, None]","[401, 1, 'Feb', 0, None, None]","[300, 1, 'Jan', 0, None, None]","[371, 1, 'Feb', 0, None, None]","[278, 1, 'Feb', 0, None, None]","[258, 1, 'Feb', 0, None, None]","[181, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Cotswold Water Park (East),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[12, 1, 'Jan', 0, None, None]",nan,nan,nan,nan,nan,"[100, 1, 'Dec', 0, None, None]","[1281, 1, 'Oct', 0, None, None]","[822, 1, 'Dec', 0, None, None]","[957, 1, 'Jan', 0, None, None]","[770, 1, 'Nov', 0, None, None]","[793, 1, 'Nov', 0, None, None]","[746, 1, 'Feb', 0, None, None]","[1098, 1, 'Nov', 0, None, None]","[1683, 1, 'Oct', 0, None, None]","[1555, 1, 'Oct', 0, None, None]","[1687, 1, 'Nov', 0, None, None]","[1897, 1, 'Jan', 0, None, None]","[886, 1, 'Nov', 0, None, None]","[1806, 1, 'Jan', 0, None, None]","[1578, 1, 'Dec', 0, None, None]","[3291, 1, 'Dec', 0, None, None]","[1352, 1, 'Nov', 0, None, None]","[1041, 1, 'Dec', 0, None, None]","[1153, 1, 'Nov', 0, None, None]","[1462, 1, 'Nov', 0, None, None]","[691, 1, 'Dec', 0, None, None]","[1988, 1, 'Jan', 0, None, None]","[1690, 1, 'Jan', 0, None, None]","[1216, 1, 'Feb', 0, None, None]","[1235, 1, 'Jan', 0, None, None]","[1151, 1, 'Jan', 0, None, None]","[1382, 1, 'Jan', 0, None, None]","[1225, 1, 'Dec', 0, None, None]","[723, 1, 'Nov', 0, None, None]","[826, 1, 'Jan', 0, None, None]","[371, 1, 'Jan', 0, None, None]","[629, 1, 'Dec', 0, None, None]","[410, 1, 'Feb', 0, None, None]","[524, 1, 'Jan', 0, None, None]","[993, 1, 'Oct', 0, None, None]","[884, 1, 'Dec', 0, None, None]","[685, 1, 'Oct', 0, None, None]","[421, 1, 'Nov', 0, None, None]","[379, 1, 'Dec', 0, None, None]","[458, 1, 'Dec', 0, None, None]","[262, 1, 'Dec', 0, None, None]","[398, 1, 'Dec', 0, None, None]","[132, 1, 'Dec', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,2019-12-06 11:58:55
Blagdon Lake,nan,nan,nan,"[950, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[867, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[220, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[156, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[876, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[650, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[831, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[751, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[926, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[251, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[368, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,nan,nan,nan,nan,nan,nan,"[750, 1, 'Nov', 0, None, None]","[1788, 1, 'Nov', 0, None, None]","[427, 1, 'Oct', 0, None, None]","[692, 1, 'Oct', 0, None, None]","[182, 1, 'Jan', 0, None, None]","[285, 1, 'Jan', 0, None, None]","[175, 1, 'Oct', 0, None, None]","[285, 1, 'Sep', 0, None, None]","[559, 1, 'Jan', 0, None, None]","[103, 1, 'Sep', 0, None, None]","[785, 1, 'Jan', 0, None, None]","[150, 1, 'Sep', 0, None, None]","[44, 1, 'Feb', 0, None, None]","[65, 1, 'Sep', 0, None, None]","[335, 1, 'Dec', 0, None, None]","[440, 1, 'Nov', 0, None, None]","[450, 1, 'Nov', 0, None, None]","[75, 1, 'Nov', 0, None, None]","[1282, 1, 'Jan', 0, None, None]","[240, 1, 'Nov', 0, None, None]","[66, 1, 'Dec', 0, None, None]","[56, 1, 'Feb', 0, None, None]","[107, 1, 'Feb', 0, None, None]","[578, 1, 'Oct', 0, None, None]","[130, 1, 'Dec', 0, None, None]","[194, 1, 'Nov', 0, None, None]","[164, 1, 'Nov', 0, None, None]","[140, 1, 'Nov', 0, None, None]","[72, 1, 'Nov', 0, None, None]","[57, 1, 'Jan', 0, None, None]","[48, 1, 'Dec', 0, None, None]","[187, 1, 'Jan', 0, None, None]","[246, 1, 'Oct', 0, None, None]","[150, 2, 'Oct', 0, None, None]","[112, 1, 'Nov', 0, None, None]","[198, 1, 'Nov', 0, None, None]","[101, 1, 'Nov', 0, None, None]","[250, 1, 'Feb', 0, None, None]","[128, 1, 'Aug', 0, None, None]","[362, 2, 'Sep', 0, None, None]","[185, 1, 'Jan', 0, None, None]","[154, 1, 'Dec', 0, None, None]","[135, 1, 'Dec', 0, None, None]","[219, 1, 'Nov', 0, None, None]","[316, 1, 'Feb', 0, None, None]","[262, 1, 'Oct', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[137, 1, 'Jan', 0, None, None]","[489, 1, 'Dec', 0, None, None]","[180, 1, 'Jan', 0, None, None]","[169, 1, 'Jan', 0, None, None]","[190, 1, 'Jan', 0, None, None]","[276, 1, 'Dec', 0, None, None]","[130, 1, 'Mar', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[20, 1, 'Mar', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[300, 1, 'Oct', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[400, 1, 'Oct', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",2019-12-06 11:58:55
Pitsford Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[50, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,nan,nan,nan,nan,nan,nan,"[3000, 1, 'Jan', 0, None, None]","[1000, 1, 'Jan', 0, None, None]","[600, 1, 'Jan', 0, None, None]","[500, 1, 'Nov', 0, None, None]","[400, 1, 'Nov', 0, None, None]","[300, 1, 'Oct', 0, None, None]","[300, 1, 'Feb', 0, None, None]","[20, 1, 'Sep', 0, None, None]","[200, 1, 'Dec', 0, None, None]","[250, 1, 'Oct', 0, None, None]","[1100, 1, 'Jan', 0, None, None]","[750, 1, 'Dec', 0, None, None]","[400, 1, 'Nov', 0, None, None]","[210, 1, 'Dec', 0, None, None]","[400, 1, 'Feb', 0, None, None]","[340, 1, 'Dec', 0, None, None]","[250, 1, 'Sep', 0, None, None]","[101, 1, 'Sep', 0, None, None]","[104, 1, 'Nov', 0, None, None]","[102, 1, 'Dec', 0, None, None]","[131, 1, 'Nov', 0, None, None]","[260, 1, 'Dec', 0, None, None]","[76, 1, 'Feb', 0, None, None]","[70, 1, 'Oct', 0, None, None]","[336, 1, 'Nov', 0, None, None]","[227, 1, 'Oct', 0, None, None]","[397, 1, 'Sep', 0, None, None]","[280, 1, 'Dec', 0, None, None]","[404, 1, 'Nov', 0, None, None]","[283, 1, 'Nov', 0, None, None]","[410, 1, 'Sep', 0, None, None]","[254, 1, 'Jan', 0, None, None]","[1134, 1, 'Dec', 0, None, None]","[654, 1, 'Oct', 0, None, None]","[357, 1, 'Sep', 0, None, None]","[224, 1, 'Aug', 0, None, None]","[251, 1, 'Feb', 0, None, None]","[634, 1, 'Sep', 0, None, None]","[400, 1, 'Jan', 0, None, None]","[363, 1, 'Nov', 0, None, None]","[365, 1, 'Dec', 0, None, None]","[505, 1, 'Dec', 0, None, None]","[328, 1, 'Aug', 0, None, None]","[407, 1, 'Aug', 0, None, None]","[335, 1, 'Sep', 0, None, None]","[330, 1, 'Aug', 0, None, None]","[368, 1, 'Nov', 0, None, None]","[372, 1, 'Sep', 0, None, None]","[375, 1, 'Sep', 0, None, None]","[182, 1, 'Sep', 0, None, None]","[270, 1, 'Sep', 0, None, None]","[102, 1, 'Aug', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Hanningfield Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[573, 1, 'Dec', 0, None, None]","[672, 1, 'Nov', 0, None, None]","[173, 1, 'Nov', 0, None, None]","[218, 1, 'Feb', 0, None, None]","[149, 1, 'Nov', 0, None, None]","[115, 1, 'Jan', 0, None, None]","[118, 1, 'Jan', 0, None, None]","[218, 1, 'Jan', 0, None, None]","[158, 1, 'Jan', 0, None, None]","[256, 1, 'Nov', 0, None, None]","[437, 1, 'Nov', 0, None, None]","[377, 1, 'Dec', 0, None, None]","[374, 1, 'Nov', 0, None, None]","[280, 1, 'Nov', 0, None, None]","[230, 1, 'Jan', 0, None, None]","[363, 1, 'Nov', 0, None, None]","[515, 1, 'Nov', 0, None, None]","[267, 1, 'Dec', 0, None, None]","[308, 1, 'Nov', 0, None, None]","[215, 1, 'Dec', 0, None, None]","[246, 1, 'Dec', 0, None, None]","[256, 1, 'Feb', 0, None, None]","[414, 1, 'Dec', 0, None, None]","[316, 1, 'Jan', 0, None, None]","[468, 1, 'Dec', 0, None, None]","[667, 1, 'Jan', 0, None, None]","[411, 1, 'Aug', 0, None, None]","[367, 1, 'Jan', 0, None, None]","[359, 1, 'Jan', 0, None, None]","[1084, 1, 'Dec', 0, None, None]","[467, 1, 'Aug', 0, None, None]","[377, 1, 'Dec', 0, None, None]","[617, 1, 'Dec', 0, None, None]","[430, 1, 'Jul', 0, None, None]","[397, 1, 'Feb', 0, None, None]","[283, 1, 'Oct', 0, None, None]","[226, 1, 'Aug', 0, None, None]","[66, 1, 'Nov', 0, None, None]","[324, 1, 'Jan', 0, None, None]","[71, 1, 'Aug', 0, None, None]","[463, 1, 'Aug', 0, None, None]","[226, 1, 'Feb', 0, None, None]","[538, 1, 'Jan', 0, None, None]","[323, 1, 'Dec', 0, None, None]","[375, 1, 'Dec', 0, None, None]","[264, 1, 'Jul', 0, None, None]","[306, 1, 'Jan', 0, None, None]","[331, 1, 'Jul', 0, None, None]","[441, 1, 'Jul', 0, None, None]","[163, 1, 'Mar', 0, None, None]","[212, 1, 'Jun', 0, None, None]","[135, 1, 'Jul', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
Colne Valley Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[3, 1, 'Oct', 0, None, None]","[21, 1, 'Feb', 0, None, None]","[45, 1, 'Nov', 0, None, None]","[191, 1, 'Mar', 0, None, None]","[60, 1, 'Jan', 0, None, None]","[72, 1, 'Oct', 0, None, None]","[97, 1, 'Nov', 0, None, None]","[101, 1, 'Jan', 0, None, None]","[270, 1, 'Dec', 0, None, None]","[221, 1, 'Jan', 0, None, None]","[50, 1, 'Dec', 0, None, None]","[91, 1, 'Dec', 0, None, None]","[300, 1, 'Jan', 0, None, None]","[190, 1, 'Jul', 0, None, None]","[60, 1, 'Dec', 0, None, None]","[39, 1, 'Nov', 0, None, None]","[47, 1, 'Nov', 0, None, None]","[216, 1, 'Feb', 0, None, None]","[228, 1, 'Jan', 0, None, None]","[142, 1, 'Dec', 0, None, None]","[177, 1, 'Feb', 0, None, None]","[108, 1, 'Feb', 0, None, None]","[201, 1, 'Jan', 0, None, None]","[138, 1, 'Jan', 0, None, None]","[230, 1, 'Oct', 0, None, None]","[101, 1, 'Nov', 0, None, None]","[183, 1, 'Dec', 0, None, None]","[114, 1, 'Nov', 0, None, None]","[205, 1, 'Dec', 0, None, None]","[254, 1, 'Feb', 0, None, None]","[263, 2, 'Jan', 0, None, None]","[191, 2, 'Dec', 0, None, None]","[252, 1, 'Dec', 0, None, None]","[160, 2, 'Mar', 0, None, None]","[134, 1, 'Feb', 0, None, None]","[188, 1, 'Jan', 0, None, None]","[154, 1, 'Nov', 0, None, None]","[224, 1, 'Jan', 0, None, None]","[240, 1, 'Nov', 0, None, None]","[200, 1, 'Jan', 0, None, None]","[206, 1, 'Dec', 0, None, None]","[227, 1, 'Jan', 0, None, None]","[101, 1, 'Oct', 0, None, None]","[100, 1, 'Feb', 0, None, None]","[78, 1, 'Feb', 0, None, None]","[59, 1, 'Jan', 0, None, None]","[248, 2, 'Jan', 0, None, None]","[330, 2, 'Jan', 0, None, None]","[188, 1, 'Dec', 0, None, None]","[309, 2, 'Jan', 0, None, None]","[185, 1, 'Dec', 0, None, None]","[162, 2, 'Feb', 0, None, None]",nan,nan,nan,nan,2019-12-06 11:58:55
